segid	original	translation	accuracy	fluency	tq	mean	scaled_tq	scaled_mean	da
RU_1_324_8_s3	The fear that automation might displace workers and potentially lead to lots of unemployment goes back at a minimum 200 years to the Luddite revolts in England.	Еще 200 лет назад страх безработицы привел к восстанию Луддитов.	100.0	96.29629629629628	96.29629629629628	98.14814814814815	94.70899470899471	94.70899470899471	
RU_1_265_13_s14	In the event, the Bank of England loosened monetary policy six weeks after the referendum, a widely anticipated move that nonetheless boosted confidence.	Именно это и произошло: через полтора месяца после референдума Банк Англии ослабил денежно-кредитную политику. Несмотря на то что многие опасались этого шага, тем не менее он способствовал укреплению доверия на рынке.	100.0	91.30434782608695	95.65217391304348	97.82608695652172	94.61697722567287	94.61697722567287	
RU_1_300_6_s5	In a 2002 paper published in the journal Social Studies of Science I presented the results of a content analysis I conducted of all three hundred essays Gould penned in his twenty-five-year monthly streak, revealing five deeper themes that appeared in them: Data-Theory, Time's Arrow-Time's Cycle, Adaptationism-Nonadaptationism, Punctuationism-Gradualism, and Contingency-Necessity.	В 2002 г. в статье, опубликованной в журнале Social Studies of Science, я представила результаты проведенного мной анализа содержания трехсот очерков Гулда, написанных им за 25 лет. В ходе данного анализа было выявлено пять наиболее глубоких тем, которые освещались в очерках: данные - теория, стрела времени - цикл времени, адаптационизм - антиадаптационизм, пунктуационизм - градуализм, случайность - необходимость.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	95.0
RU_1_271_1_s11	Thanks to a time warp, Jake finds the home exactly as it was in 1943, right before it was destroyed by a German bomb, with the children as lovably strange as they were then.	Благодаря искажению во времени Джейку удается найти точно такой же дом, каким он был в 1943 году- прямо таким, каким он был перед тем, как в него попала немецкая бомба; к тому же в Доме были те самые странные дети.	97.05882352941177	94.11764705882356	91.17647058823529	95.58823529411764	93.97759103641457	93.97759103641458	
RU_1_271_11_s14	"In nonpeculiar movies, this kind of thing is known as ""setup."" Or Act 1. It usually takes 20 minutes."	"В ""не-странных"" фильмах такое называется завязкой или первым актом и длится обычно около двадцати минут."	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	92.6666666666667
RU_1_265_4_s13	The new government of Theresa May quickly made clear that it would tone down the fiscal austerity of its predecessor.	Новый премьер-министр Великобритании Тереза Мэй поспешила заявить, что данные действия обусловлены тем, что возникла необходимость смягчить жесткие меры экономии своего предшественника.	50.0	100.0	55.0	77.5	88.80952380952381	88.80952380952381	93.0
RU_1_121_10_s0	HOW'S YOUR SOCIAL SECURITY?	В безопасности ли ваше имущество?	75.0	100.0	75.0	87.5	91.66666666666669	91.66666666666669	
RU_1_239_9_s14	Latin America has lived through its own struggles against discrimination and oppression.	Латинская Америка пережила борьбу против дискриминации и угнетения.	100.0	16.666666666666654	16.666666666666654	58.33333333333333	83.33333333333334	83.33333333333334	
RU_1_271_2_s6	(Ghosty bad guys are called hollowgast.)	(см. предложение выше)	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	65.3333333333333
RU_1_202_8_s23	I worked for an oil company on Oil Rigs in the North Sea and it came about I had a couple of months leave and I saw a job advertised for electricians for a small film studio.	- Я работал на одну нефтяную компанию на нефтеплатформе в Северном море. Во время своего двухмесячного отпуска я наткнулся на объявление о поиске электромеханика небольшой киностудией.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	82.6666666666667
RU_1_193_7_s8	"Artists and creators are central to this, but they need more public and private investment to promote an entrepreneurial mindset and reach audiences beyond national borders."""	Андрулла Василиу отметила, что деятели культуры в этом случае выступают центральными фигурами, но ведь им нужно оказать поддержку в виде инвестиций со стороны государства и частных компаний, чтобы продвигать предпринимательскую ментальность и привлекать аудиторию далеко за пределами национальных границ.	61.53846153846153	57.69230769230769	19.230769230769226	59.615384615384606	83.69963369963372	83.69963369963372	
RU_1_130_11_s21	Today's weapons could easily rival the destructive power of the bombs dropped on Japan.	Сегодняшнее оружие по разрушительной силе сопоставимо с бомбами, сброшенными на Японию.	28.57142857142857	100.0	28.57142857142857	64.28571428571428	85.03401360544218	85.03401360544218	
RU_1_176_9_s2	As I write this, I have half an eye on an old James Bond film that is showing on my computer.	Поскольку я пишу здесь, я посматриваю старый фильм с участием Джеймса Бонда на моем компьютере.	95.23809523809523	100.0	95.23809523809523	97.61904761904762	94.55782312925173	94.55782312925173	85.0
RU_1_364_16_s13	Just as loving can make the heart hurt, thinking can cause the brain pain.	Подобно тому, как любовь может причинить сердцу боль, так и мышление может вызвать головные боли.	100.0	92.85714285714286	92.85714285714286	96.42857142857143	94.21768707482994	94.21768707482994	94.6666666666667
RU_1_130_2_s7	Schools conducted nuclear air raid drills.	В школах проводились учебные тренировки действий при воздушной бомбардировке.	100.0	-233.33333333333337	-233.33333333333337	-66.66666666666669	47.61904761904761	47.61904761904761	
RU_1_146_2_s11	Indeed, nobody now expects 'advanced life' on any of the planets or moons in our Solar System.	Действительно, уже никто не ожидает обнаружить признаки жизни на других планетах и их спутниках в нашей Солнечной системе.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	94.0
RU_1_202_1_s2	Now we know a little more about how the film was made, can you tell us about the process of lighting 'Gravity'?	"Теперь мы уже знаем немного больше о том, как шел процесс съемки. Можете Вы нам рассказать, как же шел процесс сценического освещения ""Гравитации""?"	95.45454545454544	95.45454545454544	90.9090909090909	95.45454545454544	93.93939393939394	93.93939393939394	92.3333333333333
RU_1_377_4_s3	Only some level of regulation will do.	Будет предприниматься минимальный уровень контроля за контентом	100.0	-42.85714285714286	-42.85714285714286	28.57142857142857	74.82993197278911	74.82993197278911	61.6666666666667
RU_1_271_18_s14	"In nonpeculiar movies, this kind of thing is known as ""setup."" Or Act 1. It usually takes 20 minutes."	"В обычных фильмах это называется ""завязкой"" и в среднем длится 20 минут."	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	95.0
RU_1_146_8_s13	Astronomers have discovered, just within the last five years, that many stars have their own retinue of planets.	За последние 5 лет, астронавты обнаружили,  что большое количество звёзд  имеют  выход к другим планетам.	-11.111111111111114	100.0	-11.111111111111114	44.444444444444436	79.36507936507937	79.36507936507937	66.0
RU_1_170_8_s10	"For whatever reason, their preparation or their confidence wasn't sufficient to let them do well ... and it knocked them back on their heels."""	"По какой-то причине, им не хватило знаний или же уверенности в себе, чтобы иметь хорошую успеваемость... что и стало основной причиной отсутствия интереса у них""."	95.83333333333331	100.0	95.83333333333331	97.91666666666666	94.64285714285715	94.64285714285714	
RU_1_241_5_s17	"In the 19th century, downturns were more often called depressions, but the term got a bad name in the 1930s and ""recession"" was coined."	"В 19 веке снижения темпов роста экономики чаще называли кризисами, но в 1930х это слово обрело худшее обозначение, и стало использоваться слово ""рецессия""."	16.666666666666654	100.0	16.666666666666654	58.33333333333333	83.33333333333334	83.33333333333334	78.3333333333333
RU_1_172_7_s3	The pair completed their final training runs in Russia earlier this month and will not be allowed back on until the Winter Games commence in February.	В этом месяце британские спортсмены пораньше завершили тестовые соревнования в России и больше не смогут выйти на эти трассы до начала зимней Олимпиады в феврале.	23.076923076923066	100.0	23.076923076923066	61.53846153846153	84.24908424908426	84.24908424908426	
RU_1_131_6_s14	Artificial Photosynthesis Approaches	Принципы работы искусственного фотосинтеза	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
RU_1_175_2_s11	But anyone who has ever held a job in the real world - or, for that matter, seen a Dilbert cartoon - knows that it's not like that.	Но любой человек, который не понаслышке знает, что такое настоящая работа, или который хотя бы читал комиксы об офисной жизни Дилберта, скажет вам, что всё это не так просто.	100.0	96.42857142857143	96.42857142857143	98.21428571428572	94.72789115646259	94.72789115646259	
RU_1_202_10_s21	Can you tell us how you got started in the industry and where your nickname 'Biggles' came from?	"Можете рассказать нам о том, как вы пришли в эту индустрию, и откуда взялось ваше прозвище ""Бигглз"""	100.0	100.0	105.55555555555556	102.77777777777777	96.03174603174604	96.03174603174604	
RU_1_122_3_s6	"They found that ""morning people"" were out of bed by 6.58am on average, while ""evening people"" waited until 8.54am to start their day."	"Выяснилось, что в рабочие будни ""жаворонки"" обычно просыпаются в 6:58 в то время как ""совы"" начинают свой день в 8:54."	100.0	91.30434782608695	91.30434782608695	95.65217391304348	93.99585921325054	93.99585921325054	
RU_1_246_13_s10	It comes from Celinda Lake, a Democratic pollster who has done a lot of work on unmarried women, and what makes them tick.	Забавную историю рассказала Селинда Лэйк, демократ и работник службы общественного мнения, которая проделала большую статистическую работу среди незамужних женщин, и узнала, что заставляет их поставить галочку.	95.65217391304348	95.65217391304348	91.30434782608695	95.65217391304348	93.99585921325054	93.99585921325054	
RU_1_324_10_s25	So I can ask a very provocative question: Is it possible that at some point in the future, a significant fraction of the human workforce is going to be made redundant in the way that horses were?	И так, сейчас  я могу задать очень провокационный вопрос: возможно ли, что в какой-то момент в будущем, значительную часть рабочей силы ждет история, которая произошла с лошадьми?	100.0	72.97297297297297	72.97297297297297	86.4864864864865	91.37709137709138	91.37709137709138	
RU_1_25_5_s19	But there'll be a suit hanging there and a tie in a draw in case they have to go and meet clients, he says.	"""Несмотря на это, в их кабинете всегда будет висеть костюм с галстуком в случае, если им придется идти на встречу с клиентом"", поясняет он."	100.0	95.83333333333331	95.83333333333331	97.91666666666666	94.64285714285715	94.64285714285714	93.0
RU_1_196_19_s18	Just look around at broadband access, the use of mobile devices, the convenience of mobile and the number of people that don't even watch traditional TV any more (especially younger people) and the trend is clear.	Все станет четко и ясно, стоит вам лишь оглянуться вокруг, и обратить внимание на широкополосный доступ в интернет, использование мобильных телефонов и удобство их применения, и то количество людей, которые уже не смотрят телевизор, особенно молодежь.	97.22222222222223	97.22222222222223	94.44444444444444	97.22222222222223	94.44444444444444	94.44444444444444	
RU_1_203_15_s21	People will need to be paid more for working less time, so they can afford more leisure time.	Им при этом, конечно, нужно будет платить больше, чтобы у них были деньги на отдых.	100.0	100.0	105.55555555555556	102.77777777777777	96.03174603174604	96.03174603174604	
RU_1_377_5_s5	Just as John D Rockefeller's Standard Oil swept up the spoils of the - initially competitive - oil rush, the future of the internet will be shaped by a handful of tech titans, including Google, Apple, Facebook, Amazon and their Chinese equivalents Tencent, Alibaba and Baidu.	Как Джон Дэвисон Рокфеллер контролировал добычу нефти в США через свою компанию Standard Oil, так будущее Интернета будут определять технологические гиганты. В их числе Google, Apple, Facebook, Amazon и их аналоги в Китае Tencent, Alibaba и Baidu.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	96.3333333333333
RU_1_174_7_s17	The answer, amazingly, is that they're more or less comparable - that is, inequality is rising so fast that over the past six years it has been as big a drag on ordinary American incomes as poor economic performance, even though those years include the worst economic slump since the 1930s.	На удивление они, более или менее, одинаковы по степени важности. Неравенство растет настолько быстро, что последние шесть лет экономические показатели американских доходов являются запредельно низкими, даже со времен экономического кризиса 1930-х годов.	60.78431372549018	100.0	60.78431372549018	80.3921568627451	89.6358543417367	89.6358543417367	
RU_1_377_16_s2	Facebook, Google and co pose a problem to society, not least because of data misuse and extreme content.	Facebook, Google и другие технологические гиганты становятся всеобщей проблемой, из-за некорректного использования персональных данных пользователей, которое нарушает закон, а также запрещенного контента.	94.44444444444444	94.44444444444444	88.88888888888891	94.44444444444444	93.65079365079364	93.65079365079364	88.0
RU_1_300_3_s2	"Not ""popular science"" writing per se, but more along the lines of what Gould strove for in his essays: deeper truths within scientific discoveries."	Но не к научно популярным статьям, как таковым, а ближе по направлению к тому, чего добивался Гулд в своих сочинениях: он стремился показать глубокую суть кроющуюся в научных открытиях.	100.0	58.33333333333333	58.33333333333333	79.16666666666666	89.2857142857143	89.2857142857143	77.6666666666667
RU_1_271_10_s8	It's a Deepwater Horizon of ideas, a flaming wreck of a rig that spews so much creativity in every direction I was ducking for cover, scrambling for an escape hatch.	Он как нефтяная платформа Глубоководный горизонт, чьи пылающие обломки, словно идеи в этом фильме, разбросанные взрывом во всех направлениях, и в попытке их охватить и постигнуть, я тону, хватаясь за спасательный круг.	100.0	63.33333333333334	63.33333333333334	81.66666666666667	90.00000000000001	90.00000000000001	
RU_1_25_5_s12	But Cary Cooper, professor of organisational psychology at Lancaster University Management School, feels the world has moved on.	А вот Кари Купер, профессор организационной психологии из Ланкастерского университета, считает, что времена давно изменились	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	94.6666666666667
RU_1_170_12_s14	I wonder how many of those members of the California State Board of Education who pushed for all of the state's eighth-graders to take algebra could come close to passing an end-of-the- year Algebra I test?	Интересно, сколько чиновников из управления образования в штате Калифорния смогут сдать экзамен по алгебре профильного уровня?	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
RU_1_364_14_s6	And hatred rates.	И ненависть востребована.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	90.0
RU_1_325_1_s13	Large eruptions can cause small but critical changes in rainfall around the headwaters of the Nile, something they found lined up with periods of revolt and instability in ancient Egypt.	Крупные извержения могут вызвать небольшие, но критические изменения в осадках у истоков Нила, что, как они обнаружили, пересекалось с периодами восстаний и нестабильности в Древнем Египте.	100.0	93.33333333333331	93.33333333333331	96.66666666666666	94.2857142857143	94.28571428571428	
RU_1_239_8_s4	But none of it will be achieved without fully embracing the agenda of gender equality and women's empowerment.	Но, ни одна из этих целей не будет достигнута без включения в программу вопросов полового неравенства и расширения прав женщин.	44.444444444444436	100.0	44.444444444444436	72.22222222222223	87.30158730158729	87.30158730158729	
RU_1_196_11_s6	Amazingly, almost no major print publisher prepared for this, even though the trend was becoming clear in the late 1990s.	Удивительно, но почти никто из издателей не был готов к этому, хотя тенденция стала очевидной еще в конце 1990 года.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	97.6666666666667
RU_1_240_4_s2	While Greece has temporarily moved off the front pages, no one believes that this economic and social tragedy, with a third of Greeks below the poverty line and half of all young people unemployed, is any closer to being resolved.	Несмотря на то, что первые страницы газет больше не пестрят новостями о сложной  экономической ситуации в Греции, никто не верит, что такие социально-экономические проблемы, как нищета трети населения Греции и безработица среди молодежи, хоть как-то решаются.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	91.6666666666667
RU_1_364_7_s39	FDR wanted America to fear fear itself.	ФРГ хотела, чтобы Америка боялась самого страха.	-185.7142857142857	100.0	-185.7142857142857	-42.85714285714286	54.421768707483	54.421768707483	
RU_1_241_7_s5	A cynical answer is: when your neighbour loses his job it's a slowdown (or, if you dislike him, a correction); when you lose yours, it's a recession; when an economic journalist loses his, that's a depression.	Простой, но несколько циничный ответ состоит в следующем: если потерял работу сосед, то в экономике наблюдается экономический спад, (а если он неприятный человек, то и вовсе коррекция на рынке), если уволили вас, то на рынке рецессия, если без работы остался экономический журналист - это и вовсе депрессия.	100.0	97.22222222222223	97.22222222222223	98.61111111111113	94.84126984126983	94.84126984126983	
RU_1_364_3_s11	"Yet they achieved for their listeners something like W.C. Fields' consensus: ""I am free of prejudice."	"Тем не менее, они добились некоего подобия согласия со своими слушателями - ""Никаких предубеждений."	37.5	100.0	37.5	68.75	86.30952380952381	86.30952380952381	77.0
RU_1_172_16_s15	"""For me it's brilliant because I know that I've been on the cusp of doing something special in the World Cup and now I have Rebekah who's physically better it's only going to help my cause""."	"""Для меня это потрясающе, потому что я был готов что-то сделать особенное на Чемпионате мира, и теперь у меня есть Ребекка, у которой физические показатели лучше, тем самым это поможет мне добиться моей цели""."	100.0	72.22222222222223	72.22222222222223	86.11111111111109	91.2698412698413	91.2698412698413	59.6666666666667
RU_1_324_14_s13	But at the same time, of course, progress is going to lead to entirely new things.	Но, в то же время, прогресс ведет нас к чему-то, совершенно новому.	100.0	93.75	93.75	96.875	94.34523809523807	94.34523809523807	
RU_1_196_10_s6	Magazines have folded, and newspapers have disappeared, quit printing, dramatically cut page numbers and even more dramatically cut staff.	Магазины закрывались, а газетные бренды сокращали тираж, количество страниц и еще больше сотрудников.	47.368421052631575	94.73684210526315	42.105263157894726	71.05263157894737	86.96741854636593	86.96741854636593	
RU_1_377_11_s9	"Rather than price-fixing, many of the tech titans provide a largely ""free"" service to the public."	"Вместо того, чтобы устанавливать цены, многие крупнейшие предприятия предоставляют для общества в основном ""бесплатные"" сервисы."	93.75	93.75	87.5	93.75	93.45238095238096	93.45238095238096	
RU_1_377_11_s10	Facebook and Google don't make most of their money through selling services to users, but through advertising.	Facebook и Google получают большую часть своих денег не за счет продажи услуг пользователям, а за рекламу.	94.11764705882356	100.0	94.11764705882356	97.05882352941177	94.39775910364143	94.39775910364143	
RU_1_175_2_s6	As a result, the plight of the unemployed, already terrible, is about to get even worse.	В результате и без того незавидная участь безработных может стать еще незавиднее.	100.0	93.75	93.75	96.875	94.34523809523807	94.34523809523807	
RU_1_3_10_s11	They have to.	Они обязаны это делать.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
RU_1_194_4_s2	The European Commission has approved three major investments of € 389.4 million from the European Regional Development Fund (ERDF) that will help Greece's recovery by modernizing the entire public administration, getting both the secondary and primary education systems online and extending high speed internet coverage to more than 600,000 people living in rural and remote areas.	Европейская комиссия одобрила три основных инвестиционных проекта на сумму 389,4 млн. евро от Европейского фонда регионального развития (ЕФРР), которые помогут восстановлению экономики Греции при помощи модернизации государственного и регионального управления, включая получение начального и среднего образования онлайн и предоставление высокоскоростного доступа в интернет для более, чем 600000 человек, проживающих в сельских и отдаленных районах.	64.28571428571428	55.35714285714285	19.642857142857142	59.82142857142857	83.75850340136056	83.75850340136056	
RU_1_196_2_s17	It would be easy to act like newspaper defenders and pretend that television as we've known it will not change.	Можно было бы действовать как защитники печатных изданий и делать вид что телевидение, которое мы знаем, не изменится.	95.0	100.0	95.0	97.5	94.5238095238095	94.5238095238095	95.0
RU_1_130_1_s7	The threat of catastrophic destruction from The Bomb loomed over everyone and everything.	Катастрофическая угроза массового уничтожения нависала над всем миром.	100.0	23.076923076923066	23.076923076923066	61.53846153846153	84.24908424908426	84.24908424908426	87.3333333333333
RU_1_329_5_s14	"""Pitch to the pensioners"" had the status of a physical law of politics; like the weather, one could remark upon it and even complain about it, but to question it on ethical grounds was senseless."	Если политики в своих обещаниях делают упор на денежные выплаты, то эти обещания нужно обращать к тем, кто их хотя бы выслушает - к пожилым людям. Поэтому все предвыборные кампании в основном рассчитаны на людей пенсионного возраста. Получается ситуация, схожая с обсуждением погоды - на неё можно жаловаться, но искать моральную подоплёку в её изменениях бессмысленно.	42.85714285714286	100.0	42.85714285714286	71.42857142857143	87.07482993197279	87.07482993197279	
RU_1_189_7_s19	So, apart from the summit itself, there were many other meetings and I would like also to welcome the results of those meetings.	Таким образом, помимо самого саммита было много других встреч, принесших положительные результаты, о чем также необходимо упомянуть.	95.65217391304348	100.0	95.65217391304348	97.82608695652176	94.61697722567287	94.61697722567287	
RU_1_300_2_s5	In a 2002 paper published in the journal Social Studies of Science I presented the results of a content analysis I conducted of all three hundred essays Gould penned in his twenty-five-year monthly streak, revealing five deeper themes that appeared in them: Data-Theory, Time's Arrow-Time's Cycle, Adaptationism-Nonadaptationism, Punctuationism-Gradualism, and Contingency-Necessity.	В своей работе, опубликованной в 2002 году, я проанализировала все 300 статей, написанных им для журнала Natural History в течении 25 лет, и выделила 5 фундаментальных тем: информационная теория, теория времени как стрелы и времени как цикла, адаптивизм и нонадаптивизм, пунктуационизм и градуализм, и теория необходимости непредвиденных обстоятельств.	78.0	100.0	78.0	89.0	92.09523809523807	92.09523809523807	
RU_1_246_1_s9	Regrettably, your columnist did not have room in the column for a brilliant polling anecdote that came up during interviews for the piece.	К сожалению, вашему обозревателю не хватило места в колонке для замечательного анекдота на избирательную тему, который пришел мне на ум во время интервью.	56.52173913043478	56.52173913043478	13.043478260869565	56.52173913043478	82.81573498964805	82.81573498964805	
RU_1_131_9_s10	"Current photovoltaic-cell technology, typically a semiconductor-based system, is expensive, not terribly efficient, and only does instant conversions from sunlight to electricity -- the energy output isn't stored for a rainy day (although that could be changing: See ""Is there a way to get solar energy at night?"")."	На сегодняшний день технологии, в основе которых лежат фотоэлектрические элементы (как правило, это полупроводниковые системы) очень дорогие, но не столь эффективные.	78.72340425531915	100.0	78.72340425531915	89.36170212765957	92.19858156028369	92.19858156028369	88.3333333333333
RU_1_196_14_s0	The Day TV Died - Winners and Losers (Comcast, Disney, CBS) http://adamhartung.com/the-day-tv-died-winners-and-losers/	Жизнь без телевидения- кто останется в победителях, а кто в проигравших?	100.0	91.66666666666669	91.66666666666669	95.83333333333334	94.04761904761908	94.04761904761908	
RU_1_246_10_s2	There are 53m unmarried women of voting age in America, and they are spectacularly loyal to Democrats.	В США 53 млн. незамужних женщин, достигших избирательного возраста, предпочитают голосовать за Демократию.	41.17647058823529	100.0	41.17647058823529	70.58823529411767	86.83473389355743	86.83473389355743	
RU_1_203_11_s19	That's going to be a difficult balancing act to get right, but it can be done.	Очевидно, что сделать все правильно будет сложно, но - возможно.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	12345.0
RU_1_324_3_s2	I'm going to begin with a scary question: Are we headed toward a future without jobs?	Начну со страшного вопроса: будет ли в будущем работа для нас?	100.0	93.75	93.75	96.875	94.34523809523807	94.34523809523807	
RU_1_122_15_s7	At the weekend both groups enjoyed about an extra hour under the covers, with early risers waiting until 7.47am to get up and night owls lying in until 10.09am.	В выходные и те и другие позволяют себе поспать лишний часик. Так, жаворонки поднимаются в 7:47, а совы начинают свое утро в 10:09.	100.0	96.55172413793105	96.55172413793105	98.27586206896551	94.74548440065682	94.74548440065682	
RU_1_131_4_s2	If the smartest energy source is one that's abundant, cheap and clean, then plants are a lot smarter than humans.	Если самым приемлемым источником энергии является дешевый, экологически чистый и широко распространенный, то можно утверждать, что растения гораздо умнее человека.	100.0	50.0	50.0	75.0	88.09523809523809	88.09523809523809	92.0
RU_1_325_18_s9	Ancient Egyptian society saw its fair share of revolts and conquests, but a new paper hints that a surprising force may have been meddling in the affairs of the time.	На долю египтян того времени пришлось немало восстаний и завоеваний, а также, ко всеобщему удивлению, выяснилось, что, возможно, еще кое-какая сила имела влияние на жизнь Древнего Египта.	93.33333333333331	100.0	93.33333333333331	96.66666666666666	94.2857142857143	94.28571428571428	87.0
RU_1_15_14_s9	Indeed there is a real danger that while other countries gain from having a clear definition of their destiny in a fast changing global economy, we may lose out if we prove slow to express and live up to the British values that can move us to act together.	В действительности, существует опасность, что пока другие страны выигрывают на фоне Британии, так как имеют четкое понимание своего предназначения в мире быстро меняющейся экономики, мы можем проиграть, если мы будем медлительны в выражении и жизни в соответствии с британскими ценностями, которые могут вдохновить нас действовать сообща.	95.91836734693878	97.95918367346935	93.87755102040815	96.93877551020408	94.36345966958214	94.36345966958214	
RU_1_172_22_s11	Walker's partnership with Gillian Cooke showed promise last season, but following intensive testing in training over the summer months Rebekah Wilson has now joined as brakeman in the women's lead two-man crew.	В прошлом сезоне совместное выступление Уокер с шотландской спортсменкой Джиллиан Кук в качестве брейкмана было многообещающим. Однако после интенсивных тренировок в течение лета хорошо себя проявила Ребека Уилсон, которая недавно стала новым брейкмэном в британской команде женского двухместного экипажа.	100.0	65.625	65.625	82.8125	90.32738095238096	90.32738095238096	
RU_1_2_5_s30	"In fact, the Oppenheimers have spent more than $160 million a year repeating their message that ""diamonds are forever"", probably the most successful advertising slogan of all time."	"На самом деле, Оппенгеймеры тратили более чем 160 миллионов долларов в год повторяя слоган ""Бриллианты навсегда"", вероятно, самый успешный рекламный слоган всех времен."	64.28571428571428	96.42857142857143	60.714285714285715	80.35714285714286	89.62585034013607	89.62585034013607	
RU_1_2_6_s21	Appalled by De Beers' business ethics, America outlawed the company, effectively preventing it from opening its own outlets in the United States.	Потрясенная бизнес этикой компании Де Бирс, Америка объявила компанию незаконной, эффективно предотвращая  открытия торговых точек в Соединенных Штатах.	100.0	90.9090909090909	90.9090909090909	95.45454545454544	93.93939393939394	93.93939393939394	
RU_1_364_6_s26	Colour clearly brands whom to hate.	Цвет показывает, кого ненавидеть.	-233.33333333333337	100.0	-233.33333333333337	-66.66666666666669	47.61904761904761	47.61904761904761	
RU_1_172_9_s11	"Walker, 27, continued: ""To be honest, it's quite an easy track to drive - not like in Vancouver where there were parts you wondered if you'd make it through - it's just a case of trying to be fast."	"""Честно говоря, трек в Сочи довольно прост. В Ванкувере были моменты, когда я сомневалась, справлюсь ли я с тем или иным промежутком трассы, здесь же главное - это скорость, чем быстрее ты едешь, тем лучше"", добавила 27-летняя Уокер."	100.0	97.43589743589745	97.43589743589745	98.71794871794873	94.87179487179488	94.87179487179488	97.6666666666667
RU_1_175_3_s17	So employment is a power relationship, and high unemployment has greatly weakened workers' already weak position in that relationship.	Таким образом, трудовые отношения остаются на уровне подчинения работника своему начальнику, а высокий уровень безработицы существенно ослабил и без того неустойчивую позицию работника в данных взаимоотношениях.	47.368421052631575	100.0	47.368421052631575	73.6842105263158	87.71929824561407	87.71929824561407	93.3333333333333
RU_1_325_3_s24	Shifting the pattern of rainfall that people have spent tens or hundreds of years living with and adapting to, can cause real harm, whether you're in Bangladesh or Houston. It needn't be a massive eruption, either.	Неважно, где вы находитесь - Бангладеш или Хьюстон - изменения в режиме выпадения осадков, сформированном за десятки или сотни лет, могут нанести вам значительный вред, и вулкану необязательно извергаться для этого.	100.0	94.44444444444444	94.44444444444444	97.22222222222223	94.44444444444444	94.44444444444444	
RU_1_329_9_s17	Blame the internet, consumer culture, sausage-factory secondary education, celebrities, the marketisation of tertiary education, private debt, pornography, whatever - they're just a different breed.	В этом можно обвинить интернет, культуру потребления, мало-мальское среднее образование, знаменитостей, маркетизацию высшего образования, негосударственную задолженность, порнографию. Что угодно могло повлиять, просто молодёжь сейчас другая.	100.0	100.0	104.16666666666669	102.08333333333331	95.83333333333334	95.83333333333334	84.6666666666667
RU_1_245_3_s3	But who's to say that people with more empathy don't just read more?	Но, может быть, более способные сопереживать люди просто больше читают?	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	93.0
RU_1_172_12_s5	"""With Vancouver I clicked straight away, but with this [Sochi] I have struggled,"" Walker told BBC Sport."	"""В Ванкувере я разобралась сразу, но в Сочи пришлось побороться с трассой"", заявила Уолкер в интервью BBC Sport, -"	100.0	94.11764705882356	94.11764705882356	97.05882352941177	94.39775910364143	94.39775910364143	81.0
RU_1_176_2_s31	My new TV is an extra circuit board inside my computer.	Теперь, мой новый телевизор установлен дополнительным значком на панели задач в компьютере.	100.0	90.9090909090909	90.9090909090909	95.45454545454544	93.93939393939394	93.93939393939394	
RU_1_198_5_s9	He is entitled to the same social and tax benefits as national workers.	Он имеет право на получение пособий и налоговых льгот на теж же условиях, что и граждане государства трудоустройства.	100.0	92.30769230769228	92.30769230769228	96.15384615384615	94.13919413919416	94.13919413919416	
RU_1_134_20_s3	It's easy to forget that when launched almost all analysts thought the iPad was a toy that would be lucky to sell a few million units.	Многие уже забыли, что iPad воспринимался как игрушка, а по прогнозам специалистов  - было бы большой удачей продать хотя бы миллион устройств.	100.0	96.15384615384615	96.15384615384615	98.07692307692308	94.68864468864471	94.68864468864471	92.6666666666667
RU_1_232_7_s19	Thank you, Mr.Chair.	Спасибо Вам, господин Председатель.	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	95.0
RU_1_232_2_s11	* a sustainable approach to counterterrorism;	* Устойчивый подход к борьбе с терроризмом;	100.0	83.33333333333334	83.33333333333334	91.66666666666669	92.85714285714286	92.85714285714286	
RU_1_364_14_s12	"I hate everyone equally."""	"я ненавижу всех одинаково""."	100.0	100.0	100.0	100.0	95.23809523809523	95.23809523809523	100.0
RU_1_189_5_s18	Just after this press conference I will receive the leaders of the G5 countries of the Sahel. So, apart from the summit itself, there were many other meetings and I would like also to welcome the results of those meetings.	Непосредственно после пресс-конференции я проведу встречу с главами 5 стран Сахеля для обсуждения вопросов безопасности и сотрудничества.	100.0	97.5	97.5	98.75	94.88095238095242	94.88095238095242	
